Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;NEOULL71TRANS;LIAISON 400kV N0 1 NEOULES - TRANS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[6.473247242, 43.5104883652], [6.4718448553, 43.5096637537], [6.4688102773, 43.5077971689], [6.4654451813, 43.5053271702], [6.4618538708, 43.5036709174], [6.4592619483, 43.5023521051], [6.4541251633, 43.4997705605], [6.4472536928, 43.4961019888], [6.4432226169, 43.4941258897], [6.4385202206, 43.4918838715], [6.4368987414, 43.4908359882], [6.4342774093, 43.4895247699], [6.4297798109, 43.4872600496], [6.4274237448, 43.486060284], [6.4239081756, 43.4843685119], [6.4207956515, 43.4828800539], [6.416297254, 43.4805662584], [6.4135649581, 43.4792033455], [6.4061531003, 43.4754382729], [6.4000769993, 43.4723520537], [6.3966296917, 43.4705952647], [6.3930404119, 43.4685860779], [6.3832682071, 43.4636406849], [6.3762025114, 43.4602214399], [6.3715392445, 43.4578767719], [6.3664329502, 43.4552904899], [6.3637695649, 43.4539202622], [6.3576423977, 43.4508170564], [6.3535799818, 43.4487575621], [6.3450755493, 43.4444075164], [6.3410506593, 43.4423696838], [6.337693466, 43.4406542705], [6.3340754508, 43.4388365865], [6.3267324147, 43.4350836411], [6.3194453909, 43.4313938602], [6.3116121834, 43.4272989771], [6.3087641889, 43.4258215808], [6.3001177561, 43.4216724074], [6.2926694389, 43.4181588724], [6.2893456371, 43.4165730498], [6.2858335283, 43.4148938882], [6.2800865906, 43.412124565], [6.2755632627, 43.4099737279], [6.2703584559, 43.4075269229], [6.2661600644, 43.4054963969], [6.260334745, 43.4026927077], [6.2549506816, 43.4001003208], [6.2488822186, 43.3972466085], [6.2453202281, 43.3955436701], [6.2414093099, 43.3937125544], [6.236860111, 43.3915362487], [6.2310240353, 43.3887360028], [6.2261171319, 43.3864030656], [6.2221470144, 43.3844895929], [6.2146029496, 43.380781138], [6.2120319445, 43.3795521843], [6.2079808133, 43.3775770893], [6.2027701142, 43.375191121], [6.1945469078, 43.3712673404], [6.1896194781, 43.3688949297], [6.1828709711, 43.3656759964], [6.1799702918, 43.3642744014], [6.1729963162, 43.3609216091], [6.1656192993, 43.3573921891], [6.1620251599, 43.3551934148], [6.158410414, 43.3530141585], [6.1561500236, 43.3516388179], [6.1501616168, 43.3480157986], [6.1448727834, 43.3447990261], [6.1402427424, 43.3419756403], [6.1335619528, 43.3379276147], [6.1313446538, 43.3364623072], [6.1221928109, 43.3308867206], [6.1143622721, 43.326085417], [6.1115673479, 43.3243625861], [6.1054694267, 43.3207243816], [6.1004079096, 43.3176316628], [6.0963885005, 43.3151255584], [6.0928872036, 43.3132453446], [6.0897311049, 43.311327798], [6.0871367756, 43.3097522221], [6.0831229719, 43.3073084525], [6.0812229896, 43.3061534138], [6.0796236911, 43.3051803946], [6.0749622896, 43.3023396789], [6.0725949734, 43.300694731], [6.0646817995, 43.295851442], [6.0552623844, 43.2903116536], [6.0500783049, 43.2872523752], [6.0445418049, 43.2838580689], [6.0411894644, 43.2818225198], [6.0349992026, 43.2780024135], [6.0309901575, 43.2753243189]], ""type"": ""LineString""}";2;NEOULL72TRANS;LIAISON 400kV N0 2 NEOULES - TRANS;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;43.39610059380835, 6.250352018277265
AERIEN;DURANL61REALT;LIAISON 225kV N0 1 DURANNE (LA)-REALTOR;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.355307145, 43.485098065], [5.3551473645, 43.4848089813], [5.3505441473, 43.4829977483]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.48396909660548, 5.3529948193428325
AERIEN;P.GASL61V.BEL;LIAISON 225kV N0 1 PLESSIS-GASSOT - VILLIERS-LE-BEL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.4108320437, 49.0136725645], [2.4134413415, 49.0163964678], [2.4164222456, 49.0198111045], [2.4194104964, 49.0233020359], [2.4221771977, 49.0264407817]], ""type"": ""LineString""}";2;P.GASL63V.BEL;RES. LIAISON 225kV N0 3  PLESSIS-GASSOT - VILLIERS-LE-BEL;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.0200123045193, 2.416553125102938
AERIEN;VLEJUL61VLERA;LIAISON 225kV N0 1 VILLEJUST-VILLERAS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.2215737469, 48.7440954069], [2.2195934899, 48.7457289316]], ""type"": ""LineString""}";2;PALA5L31SSAU5;LIAISON 63kV N0 1 PALAISEAU-ST-AUBIN;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.74491216925, 2.2205836184
AERIEN;GEN.PL61IZERN;LIAISON 225kV N0 1 GENISSIAT-POSTE-IZERNORE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.6237524194, 46.177073022], [5.6256596088, 46.1755693612], [5.6273039443, 46.1754565374], [5.6314649348, 46.1712472582], [5.6342256584, 46.1684596115], [5.638928654, 46.1637068028], [5.6420564837, 46.1614491424], [5.6431711828, 46.1606610525], [5.6545958477, 46.1524396837], [5.6570482128, 46.1506623444], [5.6612544284, 46.1476590532], [5.6647737106, 46.1451194874], [5.670368344, 46.141069624], [5.6737429429, 46.138634962], [5.6798161807, 46.1342759857], [5.6886747627, 46.1278811312], [5.6907581496, 46.1264721499], [5.6953813469, 46.1233251334], [5.6982902178, 46.1213477282], [5.7020148145, 46.1188083268], [5.7062146221, 46.1159547348], [5.7091096562, 46.1139728299], [5.7110120704, 46.1126732017], [5.7175949474, 46.1081782261], [5.720493098, 46.1062220259], [5.7247927734, 46.1032806693], [5.7270501817, 46.101734336], [5.729317048, 46.100304831], [5.7337580773, 46.0975137518], [5.7391714813, 46.0940791099], [5.7444048751, 46.0907593965], [5.7473159516, 46.0889175087], [5.7485264073, 46.0881592405], [5.7529837646, 46.085345327], [5.75628325, 46.083231537], [5.7595518874, 46.0811788253], [5.7624573498, 46.0793230879], [5.766115643, 46.0770201479], [5.7692707844, 46.075015788], [5.77220056, 46.0731412078], [5.7748139903, 46.0729286195], [5.7778238652, 46.071032082], [5.7820455041, 46.0692941656], [5.7854679139, 46.0678837279], [5.7894001487, 46.0662661249], [5.792497976, 46.0649968754], [5.7950323705, 46.0639504944], [5.7988359931, 46.0623861076], [5.802733101, 46.0607815199], [5.8049039604, 46.0579351941], [5.8046357914, 46.0571230124]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.11374374503732, 5.712523499497452
AERIEN;FLAMAL72MENUE;LIAISON 400kV N0 2 FLAMANVILLE - MENUEL DER TA3;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.5838488573, 49.4817179554], [-1.5793098654, 49.4778421308], [-1.5782868591, 49.4771695627]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.47939295672466, -1.5811060131004235
AERIEN;L.CHAL61S.DAM;LIAISON 225kV N0 1 LONG-CHAMP (LE) - SOISSONS-NOTRE-DAME;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.3210766623, 49.356773894], [3.3204573048, 49.3566164965]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.35669519525, 3.32076698355
AERIEN;L.CHAL61S.DAM;LIAISON 225kV N0 1 LONG-CHAMP (LE) - SOISSONS-NOTRE-DAME;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.3210766623, 49.356773894], [3.3244882898, 49.358183806], [3.3270423962, 49.3582883977], [3.327723419, 49.3561746453], [3.3277260157, 49.3561666283], [3.3289246568, 49.3546582655], [3.3305200575, 49.3542046834], [3.3364727627, 49.3524812183], [3.3421640295, 49.3508782669], [3.3490159203, 49.3489063513], [3.3558035562, 49.3469611323], [3.3633074066, 49.3448111238], [3.3705745412, 49.3427358959], [3.3771010985, 49.3408577299], [3.3847797389, 49.3386604823], [3.3911727822, 49.3368317284], [3.3974948055, 49.3350204404], [3.4035938048, 49.3335925424], [3.4094918371, 49.3321946041], [3.4156037099, 49.3307561769], [3.4218059399, 49.3292901129], [3.4278843387, 49.3278673461], [3.4329891571, 49.3266553967], [3.4381764706, 49.3270969048], [3.4452933432, 49.3276803317], [3.4515941106, 49.3281999339], [3.4569141862, 49.3288857351], [3.4626502144, 49.3315218971], [3.46634495, 49.3332545815], [3.4710828825, 49.3363227876], [3.4742263603, 49.3391080658]], ""type"": ""LineString""}";2;S.DAML61ZRUPR;LIAISON 225kV N0 1 BEAUTOR(POSTE) - RUPREUX - SOISSONS-NOTRE-DAME;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.3385379212865, 3.397360194193128
AERIEN;BEZAUL71MARL6;LIAISON 400kV N0 1 BEZAUMONT - MARLENHEIM;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[6.1039939852, 48.859552595], [6.1090633783, 48.8601139448], [6.1153638764, 48.8607519027]], ""type"": ""LineString""}";2;BEZAUL72VIGY;LIAISON 400kV N0 2 BEZAUMONT - VIGY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.860165414187136, 6.109677535382336
AERIEN;CHAINL63DAMBR;LIAISON 225kV N0 3 CHAINGY - DAMBRON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.8030204383, 47.8760592805], [1.8027233809, 47.8764059711], [1.8013303857, 47.8796212421]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.877808308170266, 1.8021242917462186
AERIEN;DENNAL61WARAN;LIAISON 225kV N0 1 DENNA-WARANDE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.1600487882, 50.9524616132], [2.1582687918, 50.9550256895], [2.1574074396, 50.9592500006], [2.1569074105, 50.9644099238], [2.1565636764, 50.9683444378], [2.156146074, 50.9730489598], [2.1556841075, 50.9782115174], [2.155216102, 50.9834457478], [2.1547421199, 50.9887328218], [2.1543528269, 50.9933717887], [2.1555337697, 50.9994501592], [2.1536173923, 51.0005330144]], ""type"": ""LineString""}";2;G.COLL61WARAN;LIAISON 225kV N0 1 GRAND COLOMBIER-WARANDE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;50.976778315720544, 2.1560634161442773
AERIEN;G.COLL61WARAN;LIAISON 225kV N0 1 GRAND COLOMBIER-WARANDE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.1600487882, 50.9524616132], [2.1624109527, 50.9505845721], [2.1627672343, 50.9497727693]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.951217768049446, 2.161538556450551
AERIEN;LIERSL61ZLIN7;LIAISON 225kV N0 1 LIERS - VILLEJUST - PETIT-BOIS (LE);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.350626673, 48.6269319405], [2.3533410238, 48.6257144701]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.6263232053, 2.3519838483999997
AERIEN;A.LI6L61G.SYN;LIAISON 225kV N0 1 AIR-LIQUIDE(A GRANDE SYNTHE)-GRANDE-SYNTHE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.2717663489, 51.0182200224], [2.2739181435, 51.0160579113], [2.2778321949, 51.0149302825]], ""type"": ""LineString""}";2;G.SYNL61ROZEB;LIAISON 225kV N0 1 GRANDE-SYNTHE-ROZEBOOM;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;51.016198442807244, 2.2745764483485194
AERIEN;GRANZL72VALDI;LIAISON 400kV N0 2 GRANZAY - VALDIVIENNE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-0.5155838509, 46.2181572539], [-0.5143937192, 46.2188363572], [-0.5089351494, 46.2219267074]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.220043630545256, -0.51226043791261
AERIEN;VINS L61ZROCB;LIAISON 225kV N0 1 NEOULES - ROCBARON - VINS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.1127902119, 43.4350892643], [6.1127865931, 43.4354779735]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.4352836189, 6.1127884025
AERIEN;MIONSL61MOIRA;LIAISON 225kV N0 1 MIONS-MOIRANS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.5500685622, 45.330276407], [5.551817499, 45.3283337693], [5.5523519281, 45.3286792905]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.32914873482229, 5.551166565862987
AERIEN;CPNIEL61MOIRA;LIAISON 225kV N0 1 CHAMPAGNIER-MOIRANS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.5500685622, 45.330276407], [5.5518014364, 45.3280107384], [5.5524875166, 45.3285743568]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.328941548820374, 5.551222115715558
AERIEN;ORMESL63VESLE;LIAISON 225kV N0 3 ORMES-VESLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.9761216215, 49.236051062], [3.976862946, 49.235882857], [3.9788313032, 49.2343573453], [3.9834742922, 49.2328262021], [3.9890494015, 49.2309437841], [3.9948880106, 49.2290113547], [4.0002252864, 49.2272247889], [4.0040520692, 49.2259279039], [4.0089077339, 49.2243239469], [4.015332306, 49.2221831703], [4.0216272902, 49.2199596527], [4.0288089719, 49.2175663755], [4.0332087406, 49.2160991282], [4.0377853948, 49.2145664782], [4.0418860664, 49.213191395], [4.0468340866, 49.2122036387], [4.0522820391, 49.2110376793], [4.0581402643, 49.2098148631], [4.0616440052, 49.2090935769], [4.0684132467, 49.2076787797], [4.0741847715, 49.2064810722], [4.0802700562, 49.2052084201], [4.0879976253, 49.2036104086], [4.0947899779, 49.2021903407], [4.1021200306, 49.2006588947], [4.1094828259, 49.1991284356], [4.1151532053, 49.1968912658], [4.1208668882, 49.1946434652], [4.1265035655, 49.1924114475], [4.1321424918, 49.1901790293], [4.1379547437, 49.1878666191], [4.1445368442, 49.1852794298], [4.1505059748, 49.1829171921], [4.1548055296, 49.1812333566], [4.1595977435, 49.1793350693], [4.1628841251, 49.1780303828], [4.1669305562, 49.1788686282], [4.1734906621, 49.1796971086], [4.1806438773, 49.1807043745], [4.1871802991, 49.1817300383], [4.1949614525, 49.1829503147], [4.2020166245, 49.1841742528], [4.2089462109, 49.1852569751], [4.2163294998, 49.1863708657], [4.2211880087, 49.1887010244], [4.2261949837, 49.1911019577], [4.2312677329, 49.1935289928], [4.2360922913, 49.19584007], [4.2385476651, 49.1994997931], [4.2387281952, 49.2011889428]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.201077232615475, 4.108956984497899
AERIEN;AUSSOL61P.AND;LIAISON 225kV N0 1 AUSSOIS-PRAZ-ST-ANDRE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.5883163045, 45.2072968108], [6.5838047267, 45.2074696905]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.20738325065, 6.5860605156
AERIEN;SSJOSL61ZORVA;LIAISON 225kV N0 1 CORDEMAIS-POSTE - ST JOSEPH - ORVAULT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.5299643862, 47.2601229], [-1.5337937294, 47.260797507], [-1.5395019999, 47.2617922019], [-1.5430069653, 47.262386179]], ""type"": ""LineString""}";2;CONRAL31SSJOS;LIAISON 63kV N0 1 CONRAIE (LA) - ST-JOSEPH;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;47.26126300814933, -1.536484211915093
AERIEN;ARGIAL62MOUGU;LIAISON 225kV N0 2 ARGIA-MOUGUERRE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.4393513581, 43.4844360467], [-1.4401470681, 43.4844069222]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.484421484449996, -1.4397492130999998
AERIEN;ARGOEL73TERRI;LIAISON 400kV N0 3 ARGOEUVES - TERRIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.2534567206, 49.2435212132], [2.2560338582, 49.2390554547], [2.2564983304, 49.2359853181], [2.2569783149, 49.2327849057], [2.2566585335, 49.2303090034], [2.2563300188, 49.2273847584], [2.2550252903, 49.224789757], [2.2538369953, 49.2222898733], [2.2548373339, 49.2202522188]], ""type"": ""LineString""}";2;TERRIL61V.SEP;LIAISON 225kV N0 1 TERRIER - VILLERS-SAINT-SEPULCRE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.23189533299861, 2.255645908049063
AERIEN;BRAUDL72CUBNE;LIAISON 400kV N0 2 BRAUD - CUBNEZAIS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-0.44301253, 45.0716496898], [-0.4379808592, 45.0703451178], [-0.4367337636, 45.0700416663]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.070838191862485, -0.4398750279615926
AERIEN;CHENEL61SENAR;LIAISON 225kV N0 1 CHENET-SENART;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.5886675488, 48.5168822289], [2.5798880614, 48.5164165279], [2.573942674, 48.5161007867], [2.5669524726, 48.515729173], [2.5591500399, 48.5167381472], [2.547832313, 48.5182030821], [2.539678377, 48.5192577844], [2.5318029132, 48.5202758952], [2.5241207499, 48.5212684744], [2.5166966369, 48.5222272048], [2.5091844847, 48.523196796], [2.5047633829, 48.5280599045], [2.5015528203, 48.5315907699], [2.4985027894, 48.5349445587], [2.4954259415, 48.5383273117], [2.4922560113, 48.5418118517]], ""type"": ""LineString""}";2;CIROLL61MALEC;LIAISON 225kV N0 1 CIROLLIERS-MALECOT;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.52193172628965, 2.537350522565939
AERIEN;CIVAUL75VALDI;LIAISON 400kV N0 5 (AUX1) CIVAUX - VALDIVIENNE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[0.6550139174, 46.4575823699], [0.6561532667, 46.4587777283], [0.6550000921, 46.4613672381], [0.6537294233, 46.4643364662], [0.6519109196, 46.4655153111], [0.6508918981, 46.4654132767]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.46207957815952, 0.6542791192977657
AERIEN;ARRIGL61MORBR;LIAISON 225kV N0 1 ARRIGHI-MORBRAS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.6409506449, 48.7793613843], [2.6446797667, 48.7794263064], [2.6454991569, 48.7795379733]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.77940986948473, 2.6432279493405795
AERIEN;CERGYL61PORCH;LIAISON 225kV N0 1 CERGY-PORCHEVILLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.0582199402, 49.047856844], [2.0564945973, 49.0487345592]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.0482957016, 2.0573572687499997
AERIEN;SSGCOL61ZSS11;LIAISON 225kV N0 1 CUBNEZAIS - SAINT-GERAUD-DE-CORPS - TUILIERES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[0.2370721639, 44.9381670654], [0.2369907777, 44.9387677553]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.93846741035, 0.23703147079999998
AERIEN;ARGOEL71CHEVA;LIAISON 400kV N0 1 ARGOEUVES - CHEVALET;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.2553940343, 49.9381407108], [2.2586526672, 49.9398692293], [2.2639524191, 49.9426724987], [2.2687800304, 49.9452549387], [2.2736060457, 49.9478360132], [2.2782991996, 49.9503456282], [2.2839576651, 49.9522995953], [2.289864093, 49.9530706614], [2.2946175278, 49.953753484], [2.3002377795, 49.9545279766], [2.3062098329, 49.9540125751], [2.3115042322, 49.9535553571], [2.3175264296, 49.9530351004], [2.323518431, 49.9536183672], [2.3310763777, 49.9544703278], [2.3387431162, 49.9553340284], [2.3455381479, 49.9560330064], [2.3507778825, 49.9582794577], [2.3554438653, 49.960096085], [2.3592341561, 49.9636268935], [2.3637315134, 49.9672404701], [2.3684942483, 49.9710663925], [2.3729287656, 49.9731190345], [2.3782036853, 49.9749219303], [2.3828660071, 49.9766926807], [2.3887290105, 49.9789189116], [2.392848708, 49.9805827533], [2.3948709884, 49.9847197666], [2.396523964, 49.9891456206], [2.3989798347, 49.9930589599], [2.4027930973, 49.9954274122], [2.4076601724, 49.9982944911], [2.4108397063, 50.0003761875], [2.4147963916, 50.0029662566], [2.420815231, 50.0047729345], [2.426817913, 50.0065742094], [2.4327782314, 50.0083624749], [2.4379221563, 50.009905348], [2.4442203966, 50.0120947604], [2.4507042218, 50.0138635419], [2.4563270013, 50.0155376813], [2.4619759457, 50.0172191643], [2.4659815398, 50.019695642], [2.4713106097, 50.0229896637], [2.4756755601, 50.0256872309], [2.479876387, 50.0282829438], [2.4835550798, 50.0305557041], [2.4884806743, 50.0336000602], [2.4930777735, 50.0364133916], [2.4979417122, 50.0393915422], [2.5028076716, 50.0425604232], [2.5070261835, 50.0450726409], [2.5128219071, 50.0484579273], [2.5167764228, 50.0515332022], [2.5213159398, 50.0541989192], [2.5265871895, 50.0572935702], [2.5307281783, 50.0597241803], [2.5358619267, 50.0627370404], [2.5409972128, 50.0650103593], [2.5467471749, 50.0671552871], [2.5519256604, 50.0698237533], [2.5565826737, 50.0731439209], [2.5604394475, 50.0765774057], [2.5644076698, 50.0801097391], [2.5686535194, 50.0838887035], [2.5730899, 50.0877005297], [2.5767745305, 50.090993576], [2.5808011332, 50.0941230738], [2.5845209986, 50.0972890512], [2.5892383109, 50.1012979495], [2.5932618872, 50.1045899097], [2.5974459927, 50.1080281449], [2.6020235234, 50.1114279523], [2.6053392018, 50.1144616365], [2.6093889124, 50.1181513514], [2.6144716446, 50.1221979747], [2.619604615, 50.1263693791], [2.6230362707, 50.1292798355], [2.6266624789, 50.1322005857], [2.6306304749, 50.1354455957], [2.6339158811, 50.1386615198], [2.6375531711, 50.1423579423], [2.6414073315, 50.1460970546], [2.6449601002, 50.1490637098], [2.6497855376, 50.1531672771], [2.648638395, 50.1567578799], [2.6475767655, 50.1600803154], [2.6464864014, 50.1634789126], [2.6447540543, 50.1676991095], [2.6426393596, 50.1711826971]], ""type"": ""LineString""}";2;ARGOEL72CHEVA;LIAISON 400kV N0 2 ARGOEUVES - CHEVALET;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;50.03344703055957, 2.4676282678297645
AERIEN;CPNIEL61EYBEN;LIAISON 225kV N0 1 CHAMPAGNIER-EYBENS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.7088964928, 45.1071766946], [5.7102363804, 45.1077063358], [5.7146845284, 45.1092341303]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.108228997544856, 5.711781803936363
AERIEN;CARRIL61MORU;LIAISON 225kV N0 1 CARRIERES-MORU;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.5426258787, 49.3148736733], [2.5500619506, 49.3156477091]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.315260691199995, 2.54634391465
AERIEN;G.COUL61SSROU;LIAISON 225kV N0 1 GRAND-COURONNE-ST-ETIENNE DU ROUVRAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.1037262205, 49.3688242992], [1.1008061974, 49.3686784174], [1.0961783064, 49.3708876441], [1.0908873772, 49.3734141626], [1.0856692496, 49.3739502587], [1.0799486264, 49.3722473476], [1.0735819395, 49.370312761], [1.0666474075, 49.3682164019], [1.0594977261, 49.3660535579], [1.0546491976, 49.3645877873], [1.050777893, 49.3633865324], [1.0455613344, 49.3618059375], [1.0408326825, 49.3603633443], [1.0362108283, 49.3589504699], [1.0316678063, 49.3573684543], [1.0271192655, 49.3557439775], [1.0227664638, 49.3542211927], [1.0181375216, 49.3525892016], [1.0092698723, 49.3486281634], [1.0064978727, 49.3481303103], [1.0041629606, 49.3477495484], [1.0006194965, 49.3475179371], [0.9980243513, 49.3470470196], [0.9947528197, 49.3491462371]], ""type"": ""LineString""}";2;G.COUL62SSROU;LIAISON 225kV N0 2 GRAND-COURONNE-ST-ETIENNE DU ROUVRAY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.36170650951411, 1.0491064732984976
AERIEN;LANEUL61ZMAD6;LIAISON 225kV N0 1 LA MADELEINE - LANEUVEVILLE - VINCEY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.2548410571, 48.6349254113], [6.2498070601, 48.639839652], [6.2467934599, 48.6427819594], [6.241640037, 48.645992154], [6.2368693837, 48.6479548049], [6.2361232726, 48.6479939719]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.64239727855466, 6.246062605393985
AERIEN;ALLINL61CORNI;LIAISON 225kV N0 1 ALLINGES-CORNIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.2987394689, 46.0867689609], [6.2954670109, 46.0853769246], [6.29447836, 46.0851325995]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.08589080086048, 6.296628939768958
AERIEN;ALBERL61CONTA;LIAISON 225kV N0 1 ALBERTVILLE-CONTAMINE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.5516854406, 45.5474629818], [6.5526072346, 45.5451118231], [6.5521809063, 45.5425807009], [6.5516047869, 45.5393350268], [6.5506850578, 45.5339639539], [6.5498467338, 45.5289030761], [6.5534160458, 45.5195004613], [6.553012154, 45.5144754689], [6.551468661, 45.512515112]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.529761806854914, 6.5517397721893085
