Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;AVALLL61VNOL;LIAISON 225kV N0 1 AVALLON-VIGNOL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.919520454, 47.4973756459], [3.9194036445, 47.4977736267], [3.9199314542, 47.4991845429], [3.9205346373, 47.5008163724], [3.9213786211, 47.5037705503], [3.9223736604, 47.5073130958], [3.9230740455, 47.5103340845], [3.921616816, 47.5119732897], [3.9181389419, 47.5154943992], [3.9134753676, 47.5169993045], [3.9064339294, 47.519277799], [3.9001706522, 47.5213149707], [3.8937138752, 47.5234090076], [3.8873250669, 47.525473339], [3.8805049843, 47.5276873508], [3.8746522971, 47.5295894539], [3.8682144528, 47.5316710791], [3.865277567, 47.5275952612], [3.8638486776, 47.5256199575], [3.8616928312, 47.5226328444], [3.8599973617, 47.5202571525], [3.8582385884, 47.5178125451], [3.8567365256, 47.5157117154], [3.8549833618, 47.5132669848], [3.853309027, 47.5109315824], [3.8513822143, 47.5082431982], [3.8497653951, 47.5059910191], [3.8482057288, 47.5038157111], [3.8466449196, 47.5016377876], [3.8446822258, 47.4989144948], [3.8423640116, 47.4956941495], [3.8411565523, 47.4940014159], [3.8398856424, 47.4922353621], [3.838526546, 47.4903466457], [3.8365305762, 47.4875568026], [3.836129308, 47.4853388076], [3.8357583242, 47.4831818642], [3.8354113894, 47.4811994063], [3.8351542157, 47.4796096492], [3.8345214539, 47.4758224235], [3.8339514831, 47.4724723246], [3.8335017715, 47.4698585536], [3.8330319759, 47.467052335], [3.8326266458, 47.464636355], [3.8320538058, 47.4613456494], [3.8317512027, 47.4595527809], [3.8318589261, 47.4567486304], [3.8319565291, 47.4540616512], [3.8320523104, 47.4513432049], [3.8321587969, 47.448623718], [3.8322480827, 47.4461708373], [3.8323519969, 47.4435495298], [3.8324493808, 47.440851743], [3.8325488124, 47.4381990003], [3.8326474939, 47.4355812608], [3.8327512804, 47.4327015627], [3.8328300027, 47.4305971493], [3.8329319504, 47.4277660507], [3.8330303754, 47.4253059241], [3.8331375328, 47.422221768], [3.8317834234, 47.4203535754], [3.8288210138, 47.4175749601], [3.8273783015, 47.4162213849], [3.8243101839, 47.4133569289], [3.8222366845, 47.4114172595], [3.8202656715, 47.4095784405], [3.8194304444, 47.4082897621], [3.8185748065, 47.4069661626], [3.8177077163, 47.4055912427], [3.8137835257, 47.4059968453], [3.811484257, 47.4046094699], [3.8099479676, 47.4036821423], [3.8074150003, 47.4032172054], [3.8046413529, 47.4027106427], [3.8015765764, 47.4021440031], [3.7966276781, 47.40033153], [3.7923187035, 47.3987423676], [3.7874184508, 47.3969409416], [3.7819849894, 47.3949340089], [3.7775338266, 47.3933058674], [3.7729683746, 47.3916247252], [3.7706669737, 47.3907901228], [3.7662065648, 47.3891613972], [3.7629225888, 47.3879216907], [3.7593116887, 47.3866120498], [3.7543188159, 47.3847639632], [3.7503059938, 47.3833116935], [3.7470124135, 47.3820914534], [3.7429756055, 47.3806031505], [3.7393198165, 47.3792355942], [3.734247685, 47.3774023712], [3.7311518377, 47.3762497424], [3.7241565022, 47.3736684196], [3.7209666433, 47.3724891211], [3.716160217, 47.3707102381], [3.7124810374, 47.3693780223], [3.7085542591, 47.3679417502], [3.704756092, 47.3664983381], [3.6981657297, 47.3640931212], [3.693522039, 47.3623752517], [3.6901717726, 47.3611349964], [3.6861666215, 47.3596571293], [3.6807943536, 47.3576769921], [3.6767998839, 47.3562081264], [3.672976153, 47.3548079549], [3.669645954, 47.3535532966], [3.6654622411, 47.3520460086], [3.6612489243, 47.3504775549], [3.6585581527, 47.3494755276], [3.6556943478, 47.3483988504], [3.6528173367, 47.3467649259], [3.6502370393, 47.3453425774], [3.6487761576, 47.3446003011], [3.6492382591, 47.3442344844]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.43618149958421, 3.8020275799569316
AERIEN;ECHALL71P.COR;LIAISON 400kV N0 1 ECHALAS - PIVOZ-CORDIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[4.7581706721, 45.4142953338], [4.7604472543, 45.4114792381], [4.7610456791, 45.4101841162]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.41230630847621, 4.7597152453447285
AERIEN;AVELIL71GAVRE;LIAISON 400kV N0 1 AVELIN - GAVRELLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[3.0799594874, 50.5197394253], [3.0782728245, 50.516819786], [3.0761764183, 50.5135086532], [3.0737079896, 50.5102129513], [3.0722264863, 50.5070682182], [3.0732608704, 50.5050371634], [3.0762904597, 50.5027423341], [3.0799325486, 50.5002964151], [3.0832987608, 50.49810323], [3.0857717225, 50.4957017949], [3.0883537302, 50.4923834914], [3.0877109329, 50.4898564536], [3.0839486791, 50.4874124232], [3.0793236663, 50.4857717594], [3.0772573986, 50.4833374539], [3.0777248739, 50.4810492984], [3.0798949112, 50.4795799345], [3.0843518929, 50.4789995342], [3.0880707598, 50.4774909917], [3.0912083782, 50.4746986938], [3.0912209277, 50.4718446549], [3.0885559777, 50.4687174173], [3.0858977477, 50.4657940518], [3.0832679051, 50.4624228461], [3.0808492561, 50.4596876885], [3.0774689201, 50.4570368369], [3.0728635849, 50.4552623603], [3.0676958998, 50.4545461828], [3.0621808937, 50.4540178423], [3.0573255704, 50.4522618488], [3.052657708, 50.450365993], [3.0500715928, 50.4480453464], [3.0481317713, 50.4444969992], [3.0466886563, 50.4415157472], [3.0470218113, 50.4379029115], [3.0475481131, 50.4346823649], [3.0447055012, 50.4314939479], [3.0402526099, 50.4291841887], [3.0372023671, 50.4259923172], [3.0343416617, 50.4226355766], [3.0322446776, 50.4189836631], [3.0303855426, 50.4155426876], [3.0286531324, 50.4126561545], [3.0274177806, 50.4094585953], [3.0241106733, 50.4063168204], [3.0197600115, 50.4037527111], [3.0171439612, 50.4012137414], [3.0134920207, 50.3974799649], [3.0100200723, 50.3939294845], [3.0064941172, 50.3903233288], [3.0026709068, 50.3878606931], [2.9988307864, 50.3853868918], [2.9954219349, 50.383190558], [2.9897371292, 50.3821581639], [2.9825825104, 50.3808584062], [2.9758669675, 50.3796380396], [2.9690999085, 50.3784737617], [2.9623262723, 50.3773079409], [2.9549402623, 50.3760363029], [2.9480516605, 50.3748497872], [2.9418526886, 50.3728559936], [2.9381455108, 50.3715588128], [2.9357827317, 50.3684961484], [2.9335412056, 50.3651035238], [2.9311615871, 50.3615016041], [2.9291547339, 50.3579658299], [2.9269889641, 50.3541508673], [2.9247114402, 50.3501378243], [2.9227577881, 50.3466944752], [2.9202533892, 50.3427596318], [2.9130252127, 50.3414502462], [2.9071274262, 50.3403816926], [2.9017942079, 50.339415021], [2.8949547086, 50.3381750836], [2.8896651268, 50.338249302]], ""type"": ""LineString""}";2;AVELIL72GAVRE;LIAISON 400kV N0 2 AVELIN - GAVRELLE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;50.41878714583079, 3.013579950514262
AERIEN;MARL6L71VIGY;LIAISON 400kV N0 1 MARLENHEIM - VIGY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[7.0849316594, 48.7673760713], [7.0821994965, 48.7710690484], [7.0801680809, 48.7738096774], [7.0772071164, 48.7767549085], [7.073777408, 48.7802344194], [7.070495804, 48.7835309833], [7.0677087136, 48.7863296243], [7.0665614465, 48.7900570123], [7.0652187218, 48.7943995166], [7.0637947079, 48.7990124337], [7.0595312401, 48.8013839229], [7.0535191612, 48.8047065017], [7.0483479123, 48.8075641801], [7.0426948357, 48.8107036022], [7.0374863951, 48.8136643757], [7.0318367279, 48.816866576], [7.0268116793, 48.8197176837], [7.0211956239, 48.8214063798], [7.0131651502, 48.8238300685], [7.0070765809, 48.825652607], [7.0010644389, 48.8274742484], [6.9962949782, 48.8288904457], [6.9906037581, 48.830601936], [6.9867395254, 48.8326705645], [6.9829187573, 48.8347152546], [6.9787825573, 48.8369312928], [6.9741472052, 48.8394089945], [6.9695079879, 48.8418881367], [6.9661706155, 48.8436789456], [6.9630695961, 48.8453560926], [6.9625209183, 48.8494919411], [6.9620942753, 48.8528159255], [6.961655295, 48.8562442981], [6.9612238835, 48.8597718453], [6.9584004652, 48.8620851393], [6.9555320666, 48.8644350785], [6.9528191196, 48.8666391701], [6.9505752823, 48.8708577116], [6.9477889059, 48.8761562894], [6.9464805049, 48.8786426361], [6.944872037, 48.8816989174], [6.9436808454, 48.883953243], [6.9375814892, 48.8882070907], [6.9364462581, 48.8922647876], [6.9348388019, 48.8957787505], [6.9333538627, 48.8999324659], [6.9317065716, 48.904499293], [6.9300916715, 48.908983145], [6.928288924, 48.9139348325], [6.9275099319, 48.919219225], [6.9269044718, 48.9232730462], [6.9262907896, 48.9273918707], [6.9210100015, 48.9295689742], [6.9175156929, 48.9326807281], [6.9146575125, 48.9352260799], [6.9098649422, 48.9394960616], [6.9056626174, 48.9445259016], [6.9017363121, 48.9492263921], [6.898708692, 48.9528508416], [6.8959442875, 48.9561398614], [6.8927222904, 48.9600010263], [6.8894588709, 48.963916683], [6.8857560607, 48.9683479662], [6.8822172516, 48.9725723029], [6.8784971095, 48.9770282494], [6.880926443, 48.9793585659], [6.884395314, 48.9826794378], [6.8873542092, 48.9855232279], [6.8913176218, 48.9893280533], [6.894636475, 48.9925051184], [6.8901551815, 48.9955006246], [6.8859135455, 48.9983478216], [6.8807365358, 49.0000841261], [6.8762975124, 49.0015672784]], ""type"": ""LineString""}";2;BERGHL61ZSAR6;LIAISON 225kV N0 1 BERGHOLZ - SARREGUEMINES - ST-AVOLD;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.88002912191404, 6.964357651031372
AERIEN;MARL6L71VIGY;LIAISON 400kV N0 1 MARLENHEIM - VIGY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[7.0849316594, 48.7673760713], [7.0862907528, 48.7655568702]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.766466470750004, 7.0856112060999985
AERIEN;BAYETL71GAUGL;LIAISON 400kV N0 1 BAYET - GAUGLIN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.8744493292, 47.5033197403], [2.870854932, 47.50480751], [2.87036907, 47.5055695354]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.504275690382975, 2.8722675261896407
AERIEN;MEZE5L62ZRIC6;LIAISON 225kV N0 2 ARPENTS (LES) - MEZEROLLES - RICHEBOURG;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.5237899747, 48.8012327405], [1.5237884689, 48.8012333596]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.80123305005001, 1.5237892218
AERIEN;CARRIL61MORU;LIAISON 225kV N0 1 CARRIERES-MORU;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.5500619506, 49.3156477091], [2.5568232518, 49.3163605312], [2.563122783, 49.3170235331], [2.5707794706, 49.3178219246], [2.5778630845, 49.3185679732], [2.5841865416, 49.3192343148]], ""type"": ""LineString""}";2;BRENOL31SSMAX;LIAISON 63kV N0 1 BRENOUILLE-STE-MAXENCE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.31744101811345, 2.5671242454150196
AERIEN;PICOCL71VLERB;LIAISON 400kV N0 1 PICOCHERIE (LA) - VILLERBON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.3290435265, 47.6499613342], [1.3273525578, 47.6501639023], [1.3238083141, 47.6485931477]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.649587323895204, 1.3263793815361766
AERIEN;CAZARL72MARSI;LIAISON 400kV N0 2 CAZARIL - MARSILLON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-0.5914892637, 43.3905541223], [-0.5952705613, 43.3868604662], [-0.5959543744, 43.3865396946]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.38845634170192, -0.5936590384405753
AERIEN;DOUVRL61ZBERC;LIAISON 225kV N0 1 ANSEREUILLES (LES) - BERCLAU - DOUVRIN;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.8594019699, 50.520180805], [2.8582245767, 50.5194624863], [2.854438954, 50.5169978578], [2.8509452048, 50.5135263471], [2.8467841297, 50.5103796584], [2.8470717932, 50.5092113396]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.51502171327485, 2.8525749798304623
AERIEN;CHAN5L72LARCA;LIAISON 400kV N0 2 CHANCEAUX - LARCAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[0.6950643327, 47.4826282001], [0.6962565547, 47.4826270865], [0.7008393412, 47.4819882151]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.48237320860678, 0.6979563764422635
AERIEN;.SSTRL61CORNI;LIAISON 225kV N0 1 CORNIER-SAINT-TRIPHON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.8503480653, 46.2585889261], [6.8478647372, 46.2597232838], [6.8284841729, 46.2648371113], [6.8250474243, 46.2652664692]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.26232098236897, 6.837805986431919
AERIEN;COQUAL61TOURB;LIAISON 225kV N0 1 COQUAINVILLIERS-TOURBE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[0.1953738651, 49.2109870318], [0.1947338212, 49.2108302629], [0.1920140107, 49.2118716137], [0.1858288283, 49.2115576826], [0.1801652553, 49.2110092393], [0.1736226713, 49.210402516], [0.1682985332, 49.2098002199], [0.1626196615, 49.2087324112]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.210705540935386, 0.179044341292394
AERIEN;COSSIL61MORBR;LIAISON 225kV N0 1 COSSIGNY-MORBRAS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.6795457828, 48.7291501806], [2.6786227831, 48.730610769], [2.6762141182, 48.7346813498], [2.6736416575, 48.7390131762], [2.6713198558, 48.7429966462], [2.6690671554, 48.7467472454], [2.6665372814, 48.7510376785], [2.6640192964, 48.7553181229], [2.6614830522, 48.7596362093], [2.6585421776, 48.7645906979], [2.655960576, 48.7689154502], [2.6537240493, 48.7726912073], [2.6522790566, 48.7751243659], [2.6490450962, 48.7770477298], [2.6477004279, 48.7774871749], [2.646867016, 48.7787798641], [2.6463323962, 48.7787331701]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.75509425022477, 2.663904427444571
AERIEN;PENLYL72PENL5;LIAISON 400kV N0 2 PENLY (POSTE CENTRALE) - PENLY (POSTE EVACUATION);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.2116524759, 49.9776520895], [1.2146182599, 49.9760882078], [1.2176339555, 49.9741281328], [1.2215788375, 49.9716853714], [1.2262090984, 49.9690754462], [1.2273600694, 49.9687620844]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.973073705954334, 1.219448243296677
AERIEN;PRATCL61TREVA;LIAISON 225kV N0 1 PRATCLAUX - TREVAS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.7944278977, 45.0484372819], [3.7977251074, 45.0503116315]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.0493744567, 3.79607650255
AERIEN;MOTT5L61ROUGI;LIAISON 225kV N0 1 MOTTE (LA) (V.-LES-AVIGNON)-ROUGIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.8517901324, 43.9867284464], [4.8492220606, 43.9885472014], [4.8438641652, 43.9872360138], [4.8392190383, 43.9860953608], [4.8371577837, 43.9865513048], [4.8317414251, 43.9867015589], [4.8282116714, 43.9886105762]], ""type"": ""LineString""}";2;MOTT5L31ZCOLO;LIAISON 63kV N0 1 AVIGNON(POSTE)-COLOMB-MOTTE (LA) (V.-LES-AVIGNON);MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;43.98718033508062, 4.840096233788861
AERIEN;VESLEL61ZCUPE;LIAISON 225kV N0 1 CUPERLY - RECY - VESLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.2386835413, 49.1953869147], [4.239478617, 49.1994239426], [4.2393537226, 49.2011435095]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.19825535852303, 4.23918002776928
AERIEN;CROIXL61WEPPE;LIAISON 225kV N0 1 CROIX (LA) - WEPPES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.0270326745, 50.68293127], [3.023993479, 50.6797835959], [3.0212303891, 50.6769778576], [3.0183532106, 50.6740641388], [3.0155278847, 50.6712020852], [3.0116915985, 50.6682880602], [3.0081550469, 50.665590254], [3.0028252745, 50.6633262763], [2.9974023807, 50.6610257717], [2.9907305618, 50.6595451967], [2.9862903121, 50.658512757], [2.9811217097, 50.6581064703], [2.9749784428, 50.6575049559], [2.970257903, 50.6568070714], [2.9638309347, 50.6562884398], [2.9586568896, 50.6551830111], [2.9540951538, 50.6526346116], [2.9505848938, 50.6506984321], [2.945500802, 50.6478569034], [2.9393570412, 50.6464747428], [2.933584332, 50.6453852522], [2.9285877411, 50.6444592621], [2.9227437395, 50.6433731044], [2.9171544358, 50.6423317636], [2.9116030062, 50.6419270601], [2.906250318, 50.6418719305], [2.9019062238, 50.643012816]], ""type"": ""LineString""}";2;VERTEL61WEPPE;LIAISON 225kV N0 1 VERTEFEUILLE-WEPPES;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;50.65615679619344, 2.967140443333317
AERIEN;BARNAL71REMIS;LIAISON 400kV N0 1 BARNABOS - REMISE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.0137378436, 49.6576709959], [1.0157489529, 49.6573750147], [1.0216088054, 49.6568774997]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.65722816882193, 1.0176679827107409
AERIEN;BLOCAL61ZH.B5;LIAISON 225kV N0 1 ARGOEUVES - BLOCAUX - HORNOY-LE-BOURG;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.8938354472, 49.8346045085], [1.89101236, 49.833731538], [1.8870902918, 49.8325192277], [1.8834591598, 49.8313922809], [1.8800856587, 49.8303452118], [1.8764659815, 49.8292136063], [1.8729127878, 49.8281153685], [1.8691175443, 49.8269406662], [1.8658982484, 49.8259422788], [1.8620272807, 49.8247365277], [1.8584150161, 49.823639424], [1.8552432334, 49.8226508151], [1.8528865868, 49.8219194936], [1.8482408133, 49.8208170542], [1.8444868907, 49.8199326671], [1.8407013482, 49.8190309728], [1.8368674386, 49.8181217766], [1.8330946196, 49.817223487], [1.8290879804, 49.816267529], [1.8254898655, 49.8154110381], [1.8216148468, 49.8145038752], [1.8179851501, 49.8136389432], [1.8141866801, 49.8127354605], [1.8104271419, 49.8118374141], [1.8065375337, 49.8109171307], [1.802635616, 49.8099930754], [1.7985456237, 49.8090231651], [1.7949208608, 49.8081602607], [1.7915398192, 49.807353117], [1.7886273856, 49.8063315908], [1.7853971735, 49.8051981018], [1.781788366, 49.8039352831]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.81886235343025, 1.8379140886786398
AERIEN;BARNAL72TERRI;LIAISON 400kV N0 2 BARNABOS - TERRIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.0139711636, 49.6581172609], [1.0160481009, 49.6579513357], [1.0218357271, 49.6574134996]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.65777526867024, 1.0179042997623644
AERIEN;ARLODL61GEN.P;LIAISON 225kV N0 1 ARLOD-GENISSIAT-POSTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.8070718797, 46.0584530143], [5.8043163213, 46.0647204477], [5.8044632286, 46.0676984592], [5.8045644116, 46.0706938169], [5.8046913378, 46.0741948687], [5.8054886653, 46.0791084982], [5.8120156017, 46.0816626093], [5.8127597864, 46.0839553572], [5.8136756549, 46.0868179265]], ""type"": ""LineString""}";2;ARLODL61GEN.P;LIAISON 225kV N0 1 ARLOD-GENISSIAT-POSTE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.07356566483639, 5.807058167116357
AERIEN;BARP L61SAUCA;LIAISON 225kV N0 1 BARP(LE)-SAUCAT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.7832013492, 44.63236681], [-0.7798502796, 44.6329520067], [-0.7754543913, 44.6337502866], [-0.7706721715, 44.6346057479], [-0.766198167, 44.6354090992], [-0.7620006711, 44.6361586624], [-0.758179767, 44.6368402226], [-0.7534183549, 44.6363846551], [-0.7498907159, 44.6340412198], [-0.746406996, 44.6317070707], [-0.7419362229, 44.6300307676], [-0.7374560282, 44.6284005476], [-0.7329840305, 44.6267194305], [-0.7285002945, 44.6250836497], [-0.7243015861, 44.6235182441], [-0.7195466577, 44.6217434065], [-0.7155165561, 44.6202377967], [-0.711592599, 44.6187519641], [-0.7076188579, 44.6172550453], [-0.7014294222, 44.6149264963], [-0.6975012157, 44.6134411883], [-0.6935441884, 44.6119549143], [-0.6895663968, 44.6104557562], [-0.6856687229, 44.6086364612], [-0.6817846081, 44.6068067648], [-0.6778877517, 44.6049718892], [-0.6740310347, 44.6031500056], [-0.6691471979, 44.6020938229], [-0.6633958131, 44.6008437548], [-0.6594308669, 44.600606551], [-0.6554983665, 44.6003628312], [-0.6510158655, 44.6000991806], [-0.6463174117, 44.5998290588], [-0.6418061734, 44.5995678852], [-0.6378562579, 44.5993439012], [-0.6325404743, 44.6012166744], [-0.6272372053, 44.6030753446], [-0.6221982743, 44.6048502279], [-0.6181260058, 44.6062814725], [-0.616952319, 44.6097156047]], ""type"": ""LineString""}";2;SAUCAL61ZBARP;LIAISON 225kV N0 1 MASQUET - SAUCATS - LE BARP;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;44.61606749138638, -0.6991753140843766
AERIEN;BXLIEL61GRANZ;LIAISON 225kV N0 1 BEAULIEU-GRANZAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.5150839977, 46.2222391863], [-0.5195921903, 46.2198045309], [-0.520545007, 46.2193447345], [-0.5205368775, 46.2193430492]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.22077225167314, -0.5178090810785215
AERIEN;HOSPIL61ZMERE;LIAISON 225kV N0 1 HOSPITALET (L ) - MERENS - TARASCON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.7974142812, 42.5885961579], [1.7978294704, 42.5894260181], [1.7996010556, 42.592995466], [1.8006653006, 42.5951398294], [1.8020036332, 42.5977525198], [1.8036377616, 42.601123691], [1.8048023491, 42.6029623296], [1.8056730183, 42.6043837175], [1.8088255542, 42.6081916688], [1.8211298209, 42.6137263606], [1.82562615, 42.6180881421], [1.8266304793, 42.6190511415], [1.8282095139, 42.6215874942], [1.8296291921, 42.6238689326], [1.8335804883, 42.6302375532], [1.836655926, 42.6351767894], [1.8381410687, 42.6375599261], [1.8393597575, 42.6395421801]], ""type"": ""LineString""}";1;;;;;;;;;;;;;42.61395685222379, 1.818254271995191
AERIEN;BOISSL61ZJOUX;LIAISON 225kV N0 1 BOISSE (LA) - JOUX - MACON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.0192425662, 45.8458889333], [5.0180088581, 45.8492672654], [5.0162430869, 45.8541720273], [5.0147325005, 45.858379511], [5.013288848, 45.862307487], [5.0122338841, 45.8651988942], [5.0107686228, 45.869251482], [5.0096880234, 45.8721855991], [5.0078757642, 45.8761758984]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.861090736731846, 5.013702907955643
AERIEN;FLOIRL61PESSA;LIAISON 225kV N0 1 FLOIRAC EDF-PESSAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.5447182754, 44.7609266001], [-0.5382764754, 44.7629837007], [-0.5330268639, 44.765881873]], ""type"": ""LineString""}";2;PESSAL32PTAC;LIAISON 63kV N0 2 PESSAC - PONTAC;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;44.76311961319743, -0.538749955829775
